item;alias;description;sessionuid;road;stretchs;pk;sentido
1;RV-MAG-ITS2;I.MAG.IV 40A;RV-MAG-ITS2;AP7 - AUSOL I;RV-TUNEL;177+317;CA
2;RV-MAGDIF-BF27-PMV;I.MAG.IV 16A, Curvas B, I.DIF.IV 25A, 30 mA;RV-MAGDIF-BF27-PMV;AP7 - AUSOL I;RV-TUNEL;177+317;CA
3;RV-MAGDIF-BF28;I.MAG.IV 16A, Curvas B,C, I.DIF.IV 25A, 30 mA;RV-MAGDIF-BF28;AP7 - AUSOL I;RV-TUNEL;177+317;CA
4;RV-MAGDIF-BF30-BARR;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 30 mA;RV-MAGDIF-BF30-BARR;AP7 - AUSOL I;RV-TUNEL;177+317;CA
5;RV-MAGDIF-BF31-SEM;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 30 mA;RV-MAGDIF-BF31-SEM;AP7 - AUSOL I;RV-TUNEL;177+317;CA
6;RV-MAGDIF-BF32-SOS;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 30 mA;RV-MAGDIF-BF32-SOS;AP7 - AUSOL I;RV-TUNEL;177+317;CA
7;RV-MAGDIF-A3;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A3;AP7 - AUSOL I;RV-TUNEL;177+317;CA
8;RV-MAGDIF-A4;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A4;AP7 - AUSOL I;RV-TUNEL;177+317;CA
9;RV-MAGDIF-A5;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A5;AP7 - AUSOL I;RV-TUNEL;177+317;CA
10;RV-MAGDIF-A6;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A6;AP7 - AUSOL I;RV-TUNEL;177+317;CA
11;RV-MAGDIF-A10;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A10;AP7 - AUSOL I;RV-TUNEL;177+317;CA
12;RV-MAGDIF-A11;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A11;AP7 - AUSOL I;RV-TUNEL;177+317;CA
13;RV-MAGDIF-A12;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A12;AP7 - AUSOL I;RV-TUNEL;177+317;CA
14;RV-MAGDIF-A13;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A13;AP7 - AUSOL I;RV-TUNEL;177+317;CA
15;RV-MAGDIF-A15-SC;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A15-SC;AP7 - AUSOL I;RV-TUNEL;177+317;CA
16;RV-MAGDIF-A17-SM;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A17-SM;AP7 - AUSOL I;RV-TUNEL;177+317;CA
17;RV-MAGDIF-A16-SC;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A16-SC;AP7 - AUSOL I;RV-TUNEL;177+317;CA
18;RV-MAGDIF-A18-SM;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-A18-SM;AP7 - AUSOL I;RV-TUNEL;177+317;CA
19;RV-MAGDIF-AA1-SM;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-AA1-SM;AP7 - AUSOL I;RV-TUNEL;177+317;CA
20;RV-MAGDIF-AA2-SM;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-AA2-SM;AP7 - AUSOL I;RV-TUNEL;177+317;CA
21;RV-MAGDIF-AA8-SC;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-AA8-SC;AP7 - AUSOL I;RV-TUNEL;177+317;CA
22;RV-MAGDIF-AA9-SC;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-AA9-SC;AP7 - AUSOL I;RV-TUNEL;177+317;CA
23;RV-MAGDIF-AE7-SM;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-AE7-SM;AP7 - AUSOL I;RV-TUNEL;177+317;CA
24;RV-MAGDIF-AE14-SC;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-AE14-SC;AP7 - AUSOL I;RV-TUNEL;177+317;CA
25;RV-MAGDIF-AE15-SC;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-AE15-SC;AP7 - AUSOL I;RV-TUNEL;177+317;CA
26;RV-MAGDIF-AE16-SM;I.MAG.IV 16 A, Curvas B,C,D;RV-MAGDIF-AE16-SM;AP7 - AUSOL I;RV-TUNEL;177+317;CA
29;RV-MAGDIF-BF10;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 30 mA, AC;RV-MAGDIF-BF10;AP7 - AUSOL I;RV-TUNEL;177+317;CA
30;RV-MAGDIF-BF11;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 300 mA, AC;RV-MAGDIF-BF11;AP7 - AUSOL I;RV-TUNEL;177+317;CA
32;RV-MAGDIF-BF13;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 300 mA, AC;RV-MAGDIF-BF13;AP7 - AUSOL I;RV-TUNEL;177+317;CA
33;RV-MAGDIF-BF14;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 300 mA, AC;RV-MAGDIF-BF14;AP7 - AUSOL I;RV-TUNEL;177+317;CA
34;RV-MAGDIF-BF15;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 300 mA, AC;RV-MAGDIF-BF15;AP7 - AUSOL I;RV-TUNEL;177+317;CA
35;RV-MAGDIF-BF19;I.MAG.II 16A, Curvas B,C, I.DIF.II 25A, 300 mA, AC;RV-MAGDIF-BF19;AP7 - AUSOL I;RV-TUNEL;177+317;CA
36;RV-MAGDIF-BF20;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 300 mA, AC;RV-MAGDIF-BF20;AP7 - AUSOL I;RV-TUNEL;177+317;CA
37;RV-MAGDIF-BF21;I.MAG.II 16A, Curvas B,C, I.DIF.II 25A, 30 mA, AC;RV-MAGDIF-BF21;AP7 - AUSOL I;RV-TUNEL;177+317;CA
38;RV-MAGDIF-BF22;I.MAG.II 16A, Curvas B,C, I.DIF.II 25A, 30 mA, AC;RV-MAGDIF-BF22;AP7 - AUSOL I;RV-TUNEL;177+317;CA
39;RV-MAGDIF-BF23;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 30 mA, AC;RV-MAGDIF-BF23;AP7 - AUSOL I;RV-TUNEL;177+317;CA
40;RV-MAGDIF-BF26;I.MAG.IV 16A, Curvas B,C, I.DIF.IV 25A, 30 mA;RV-MAGDIF-BF26;AP7 - AUSOL I;RV-TUNEL;177+317;CA
41;RV-MAG-ITS1;I.MAG.IV 40A;RV-MAG-ITS1;AP7 - AUSOL I;RV-TUNEL;177+317;CA
42;RV-VENT-INT-VF1-CA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF1-CA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
43;RV-VENT-INT-VF2-CA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF2-CA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
44;RV-VENT-INT-VF3-CA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF3-CA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
45;RV-VENT-INT-VF4-CA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF4-CA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
46;RV-VENT-INT-VF1-MA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF1-MA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
47;RV-VENT-INT-VF2-MA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF2-MA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
48;RV-VENT-INT-VF3-MA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF3-MA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
49;RV-VENT-INT-VF4-MA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF4-MA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
50;RV-VENT-INT-VF5-MA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF5-MA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
51;RV-VENT-INT-VF6-MA;I.Autom.III, In=100 A, Ireg=86 A, Rele y transf. Dif:200 mA,AC, Curvas B;RV-VENT-INT-VF6-MA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
52;RV-INT-CGBT-CSA-RED;I.Autom.IV, In=160 A, Ireg=149 A, Rele y Trans. Dif:30 mA, AC Curvas B,C,D;RV-INT-CGBT-CSA-RED;AP7 - AUSOL I;RV-TUNEL;177+317;CA
54;RV-MAG-CGBT-CSEDBT;I.Autom.IV In=100 A, Ireg=100 A, Rele y Trans. Dif:30 mA, AC, Curvas B,C,D;RV-MAG-CGBT-CSEDBT;AP7 - AUSOL I;RV-TUNEL;177+317;CA
55;RV-INT-CGBT-SAI;I.Autom.IVIn=100 A, Ireg=100 A, Rele y Trans. Dif:30 mA, AC, Curvas B,C,D;RV-INT-CGBT-SAI;AP7 - AUSOL I;RV-TUNEL;177+317;CA
57;RV-INT-CGBT-CSV;I.Autom.IV In=630 A, Ireg=563 A, Rele y Trans.Dif:300 mA, AC, Curvas B,C;RV-INT-CGBT-CSV;AP7 - AUSOL I;RV-TUNEL;177+317;CA
58;RV-INT-CS-PCI-1;I.Autom.IV In=100 A, Ireg=79 A, Rele y Trans.Dif:300 mA, AC, Curvas B,C,D;RV-INT-CS-PCI-1;AP7 - AUSOL I;RV-TUNEL;177+317;CA
59;RV-INT-CGBT-BAT-COND;I.Autom.IV In=400 A, Ireg=272 A, Rele y Trans.Dif:30 mA, AC, Curvas B,C,D;RV-INT-CGBT-BAT-COND;AP7 - AUSOL I;RV-TUNEL;177+317;CA
60;RV-MAG-CGBT-MT;I.MAG.IV 40A;RV-MAG-CGBT-MT;AP7 - AUSOL I;RV-TUNEL;177+317;CA
61;RV-CONT-COM-RED;Cont. 1250 A,IV;RV-CONT-COM-RED;AP7 - AUSOL I;RV-TUNEL;177+317;CA
62;RV-INT-CGBT-COMM-GRUPO;Cont. 1250 A,IV;RV-INT-CGBT-COMM-GRUPO;AP7 - AUSOL I;RV-TUNEL;177+317;CA
64;RV-MAG-CGBT;I.Autom.IV In=1000 A, Ireg=1000 A, Rele y Trans.Dif:30 mA, AC, Curvas B,C;RV-MAG-CGBT;AP7 - AUSOL I;RV-TUNEL;177+317;CA
65;RV-MAGDIF-BF33;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 30 mA, AC;RV-MAGDIF-BF33;AP7 - AUSOL I;RV-TUNEL;177+317;CA
66;RV-MAGDIF-BF34;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 30 mA, AC;RV-MAGDIF-BF34;AP7 - AUSOL I;RV-TUNEL;177+317;CA
68;RV-MAG-CSA-SAI;I.MAG.IV, 25 A;RV-MAG-CSA-SAI;AP7 - AUSOL I;RV-TUNEL;177+317;CA
69;RV-MAG-CSA-RED;I.MAG.IV, 25 A;RV-MAG-CSA-RED;AP7 - AUSOL I;RV-TUNEL;177+317;CA
70;RV-INT-CSA-RED;I.Autom.IV, In=160 A, Ireg=149 A;RV-INT-CSA-RED;AP7 - AUSOL I;RV-TUNEL;177+317;CA
71;RV-INT-CSA-SAI;I.Autom.IV, In=160 A, Ireg=149 A;RV-INT-CSA-SAI;AP7 - AUSOL I;RV-TUNEL;177+317;CA
72;RV-INT-ITS1;I.Autom.IV, In=160 A, Ireg=149 A;RV-INT-ITS1;AP7 - AUSOL I;RV-TUNEL;177+317;CA
73;RV-INT-ITS2;I.Autom.IV, In=160 A, Ireg=149 A;RV-INT-ITS2;AP7 - AUSOL I;RV-TUNEL;177+317;CA
74;RV-MAGDIF-OP-MOVISTAR;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 300 mA, AC;RV-MAGDIF-OP-MOVISTAR;AP7 - AUSOL I;RV-TUNEL;177+317;CA
75;RV-MAGDIF-DET-LAZO;I.MAG.II 16A, Curvas B, I.DIF.II 25A, 300 mA, AC;RV-MAGDIF-DET-LAZO;AP7 - AUSOL I;RV-TUNEL;177+317;CA
76;RV-INT-CS-EDIF-PCI;I.Autom.IV, In=160 A, Ireg=149 A;RV-INT-CS-EDIF-PCI;AP7 - AUSOL I;RV-TUNEL;177+317;CA
77;RV-MAG-CSSAI;I.MAG.IV, 25 A;RV-MAG-CSSAI;AP7 - AUSOL I;RV-TUNEL;177+317;CA
78;RV-CIR-CSSAI-CSASAI;I.Autom.IV, In=160 A, Ireg=149 A;RV-CIR-CSSAI-CSASAI;AP7 - AUSOL I;RV-TUNEL;177+317;CA
79;RV-CIR-CSB-ITS1;I.Autom.IV, In=160 A, Ireg=149 A;RV-CIR-CSB-ITS1;AP7 - AUSOL I;RV-TUNEL;177+317;CA
80;RV-CIR-CSB-ITS2;I.Autom.IV, In=160 A, Ireg=149 A;RV-CIR-CSB-ITS2;AP7 - AUSOL I;RV-TUNEL;177+317;CA
81;RV-INT-CS-EDIF-ITS;I.Autom.IV, In=160 A, Ireg=149 A;RV-INT-CS-EDIF-ITS;AP7 - AUSOL I;RV-TUNEL;177+317;CA
83;RV-MAG-CSBT;I.MAG.IV, 25 A;RV-MAG-CSBT;AP7 - AUSOL I;RV-TUNEL;177+317;CA
84;RV-MAG-A1-CSEDBT;I.MAG.IV, 25 A;RV-MAG-A1-CSEDBT;AP7 - AUSOL I;RV-TUNEL;177+317;CA
85;RV-MAG-E1-CSEDBT;I.MAG.IV, 25 A;RV-MAG-E1-CSEDBT;AP7 - AUSOL I;RV-TUNEL;177+317;CA
86;RV-MAG-F2-CLIMA;I.MAG.IV, 25 A;RV-MAG-F2-CLIMA;AP7 - AUSOL I;RV-TUNEL;177+317;CA
87;RV-MAG-SERV-AUX-GE;I.MAG.IV, 25 A;RV-MAG-SERV-AUX-GE;AP7 - AUSOL I;RV-TUNEL;177+317;CA
88;RV-MAG-CSV;I.MAG.IV, 25 A;RV-MAG-CSV;AP7 - AUSOL I;RV-TUNEL;177+317;CA
89;RV-INT-CSV;I.Autom.IV In=630 A, Ireg=563 A;RV-INT-CSV;AP7 - AUSOL I;RV-TUNEL;177+317;CA
90;RV-MAGDIF-RCAL-CV1;Cont. 16 A,IV;RV-MAGDIF-RCAL-CV1;AP7 - AUSOL I;RV-TUNEL;177+317;CA
91;RV-MAGDIF-RCAL-CV2;Cont. 16 A;RV-MAGDIF-RCAL-CV2;AP7 - AUSOL I;RV-TUNEL;177+317;CA
94;MM-MAG-CSA-RED;I.MAG.IV 40A;MM-MAG-CSA-RED;AP7 - AUSOL I;MM-TUNEL;166+317;CA
95;MM-INT-CSA-RED;I.Autom.IV In=630 A, Ireg=563 A;MM-INT-CSA-RED;AP7 - AUSOL I;MM-TUNEL;166+317;CA
96;MM-MAG-CSA-SAI;I.MAG.IV, 25 A;MM-MAG-CSA-SAI;AP7 - AUSOL I;MM-TUNEL;166+317;CA
97;MM-INT-CSA-SAI;I.Autom.IV In=630 A, Ireg=563 A;MM-INT-CSA-SAI;AP7 - AUSOL I;MM-TUNEL;166+317;CA
98;MM-MAGDIF-A9-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A9-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
99;MM-MAGDIF-A11-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A11-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
100;MM-MAGDIF-A12-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A12-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
101;MM-MAGDIF-A14-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A14-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
102;MM-MAGDIF-A4-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A4-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
103;MM-MAGDIF-A6-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A6-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
104;MM-MAGDIF-A3-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A3-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
105;MM-MAGDIF-A5-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A5-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
106;MM-MAGDIF-AA7-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-AA7-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
107;MM-MAGDIF-AA10-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-AA10-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
108;MM-MAGDIF-AA2-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-AA2-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
109;MM-MAGDIF-AA1-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-AA1-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
110;MM-MAGDIF-AE13-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-AE13-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
111;MM-MAGDIF-AE16-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-AE16-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
112;MM-MAGDIF-AE17-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-AE17-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
113;MM-MAGDIF-AE18-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-AE18-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
114;MM-MAGDIF-A17-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A17-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
115;MM-MAGDIF-A18-SC;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A18-SC;AP7 - AUSOL I;MM-TUNEL;166+317;CA
116;MM-MAGDIF-A19-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A19-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
117;MM-MAGDIF-A20-SM;I.MAG.IV 16 A, Curvas B,C,D;MM-MAGDIF-A20-SM;AP7 - AUSOL I;MM-TUNEL;166+317;CA
118;MM-MAG-CSEDBT-1;I.MAG.IV, 25 A;MM-MAG-CSEDBT-1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
119;MM-MAG-CSEDBT-A1;I.MAG.IV, 25 A;MM-MAG-CSEDBT-A1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
120;MM-MAG-CSEDBT-E1;I.MAG.IV, 25 A;MM-MAG-CSEDBT-E1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
121;MM-MAG-CSEDBT-F1;I.MAG.IV, 25 A;MM-MAG-CSEDBT-F1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
122;MM-MAG-F2-CLIMA;I.MAG.IV, 25 A;MM-MAG-F2-CLIMA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
123;MM-MAG-CGBT;I.MAG.IV, 25 A;MM-MAG-CGBT;AP7 - AUSOL I;MM-TUNEL;166+317;CA
124;MM-INT-CGBT-CSA-RED;I.Autom.IV, In=160 A, Ireg=149 A;MM-INT-CGBT-CSA-RED;AP7 - AUSOL I;MM-TUNEL;166+317;CA
125;MM-MAG-SERV-AUX-GE;I.MAG.IV, 25 A;MM-MAG-SERV-AUX-GE;AP7 - AUSOL I;MM-TUNEL;166+317;CA
126;MM-CONT-COM-RED;I.Autom.IV, In=160 A, Ireg=149 A;MM-CONT-COM-RED;AP7 - AUSOL I;MM-TUNEL;166+317;CA
127;MM-INT-CGBT-COMM-GRUPO;I.Autom.IV, In=160 A, Ireg=149 A;MM-INT-CGBT-COMM-GRUPO;AP7 - AUSOL I;MM-TUNEL;166+317;CA
128;MM-INT-CGBT-SAI;I.Autom.IV, In=160 A, Ireg=149 A;MM-INT-CGBT-SAI;AP7 - AUSOL I;MM-TUNEL;166+317;CA
129;MM-INT-CGBT-CSV1;I.Autom.IV, In=160 A, Ireg=149 A;MM-INT-CGBT-CSV1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
130;MM-INT-CGBT-CSV2;I.Autom.IV, In=160 A, Ireg=149 A;MM-INT-CGBT-CSV2;AP7 - AUSOL I;MM-TUNEL;166+317;CA
131;MM-INT-CS-PCI-1;I.Autom.IV, In=160 A, Ireg=149 A;MM-INT-CS-PCI-1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
132;MM-INT-CGBT-BAT-COND;I.Autom.IV, In=160 A, Ireg=149 A;MM-INT-CGBT-BAT-COND;AP7 - AUSOL I;MM-TUNEL;166+317;CA
133;MM-MAG-CGBT-MT;I. Autom.IV ln=1000A Ireq=1000A Rele y Transf Dif. 30 mA, AC;MM-MAG-CGBT-MT;AP7 - AUSOL I;MM-TUNEL;166+317;CA
134;MM-MAG-CSV-1;I.Autom.IV In=40 A Ireg=272 A Rele y Trans. Dif:30 mA, AC Curvas B,C,D;MM-MAG-CSV-1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
135;MM-INT-CSV-1;I.Autom.IV, In=160 A, Ireg=149 A;MM-INT-CSV-1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
136;MM-VENT-INT-VF1-MA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF1-MA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
137;MM-VENT-INT-VF2-MA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF2-MA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
138;MM-VENT-INT-VF3-MA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF3-MA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
139;MM-VENT-INT-VF4-MA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF4-MA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
140;MM-VENT-INT-VF5-MA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF5-MA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
141;MM-VENT-INT-VF6-MA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF6-MA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
142;MM-MAG-CSV-2;I.Autom.IV In=40 A Ireg=272 A Rele y Trans. Dif:30 mA, AC Curvas B,C,D;MM-MAG-CSV-2;AP7 - AUSOL I;MM-TUNEL;166+317;CA
143;MM-INT-CSV-2;I.Autom.IV, In=160 A, Ireg=149 A;MM-INT-CSV-2;AP7 - AUSOL I;MM-TUNEL;166+317;CA
144;MM-VENT-INT-VF1-CA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF1-CA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
145;MM-VENT-INT-VF2-CA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF2-CA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
146;MM-VENT-INT-VF3-CA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF3-CA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
147;MM-VENT-INT-VF4-CA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF4-CA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
148;MM-VENT-INT-VF5-CA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF5-CA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
149;MM-VENT-INT-VF6-CA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF6-CA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
150;MM-VENT-INT-VF7-CA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF7-CA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
151;MM-VENT-INT-VF8-CA;I.Autom.III In=100 A Ireg=86 A Rele y transf. Dif:200 mA,AC Curvas B;MM-VENT-INT-VF8-CA;AP7 - AUSOL I;MM-TUNEL;166+317;CA
152;MM-MAGDIF-RCAL-CV1;I.MAG.IV 16 A Curva B;MM-MAGDIF-RCAL-CV1;AP7 - AUSOL I;MM-TUNEL;166+317;CA
153;MM-MAGDIF-RCAL-CV2;I.MAG.IV 16 A Curva B;MM-MAGDIF-RCAL-CV2;AP7 - AUSOL I;MM-TUNEL;166+317;CA
154;MM-MAG-CGBT-CSEDBT;I.Autom.IV In=40 A Ireg=272 A Rele y Trans. Dif:30 mA, AC Curvas B,C,D;MM-MAG-CGBT-CSEDBT;AP7 - AUSOL I;MM-TUNEL;166+317;CA
155;MM-MAG-CGBT-CSEDCT;I.Autom.IV In=40 A Ireg=272 A Rele y Trans. Dif:30 mA, AC Curvas B,C,D;MM-MAG-CGBT-CSEDCT;AP7 - AUSOL I;MM-TUNEL;166+317;CA
156;MM-MAG-ITS1;I.MAG.IV 40A;MM-MAG-ITS1;AP7 - AUSOL I;MM-TUNEL;166+727;MA
157;MM-INT-ITS1;I.MAG.II, 10A Curva C I.DIF.II, 25A,30 mA;MM-INT-ITS1;AP7 - AUSOL I;MM-TUNEL;166+727;MA
158;MM-MAGDIF-BF10;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF10;AP7 - AUSOL I;MM-TUNEL;166+727;MA
159;MM-MAGDIF-BF11;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF11;AP7 - AUSOL I;MM-TUNEL;166+727;MA
160;MM-MAGDIF-BF13-1;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF13-1;AP7 - AUSOL I;MM-TUNEL;166+727;MA
161;MM-MAGDIF-BF13-2;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF13-2;AP7 - AUSOL I;MM-TUNEL;166+727;MA
162;MM-MAGDIF-BF13-3;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF13-3;AP7 - AUSOL I;MM-TUNEL;166+727;MA
163;MM-MAGDIF-BF14-1;I.MAG.II 16A Curvas B I.DIF.II 25A, 30 mA AC;MM-MAGDIF-BF14-1;AP7 - AUSOL I;MM-TUNEL;166+727;MA
