device_name;session_uid;host;port(i);url_publisher;offset(i)
S2TN-CLV-001;S2TN-CLV-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;214
S2TN-CLV-002;S2TN-CLV-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;215
S2TN-CLV-003;S2TN-CLV-003;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;216
S2TS-CLV-077;S2TS-CLV-077;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;217
S2TS-CLV-078;S2TS-CLV-078;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;218
S2TS-CLV-079;S2TS-CLV-079;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;219
SCNO-AFL-001;SCNO-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;220
S1TS-AFL-001;S1TS-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;221
S1TS-AFL-002;S1TS-AFL-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;222
S1TS-AFL-003;S1TS-AFL-003;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;223
S1TS-AFL-004;S1TS-AFL-004;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;224
S1TS-AFL-005;S1TS-AFL-005;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;225
S1TS-AFL-006;S1TS-AFL-006;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;226
SCNO-AFL-002;SCNO-AFL-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;227
SCNO-AFL-003;SCNO-AFL-003;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;228
SCNO-AFL-004;SCNO-AFL-004;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;229
SCNO-AFL-005;SCNO-AFL-005;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;230
S1TS-AFL-007;S1TS-AFL-007;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;231
S1TS-AFL-008;S1TS-AFL-008;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;232
S1TS-AFL-009;S1TS-AFL-009;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;233
S1TS-AFL-010;S1TS-AFL-010;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;234
S1TS-AFL-011;S1TS-AFL-011;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;235
S1TS-AFL-012;S1TS-AFL-012;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;236
SAEB-AFL-001;SAEB-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;237
S1TS-AFL-013;S1TS-AFL-013;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;238
S1TS-AFL-014;S1TS-AFL-014;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;239
S1TS-AFL-015;S1TS-AFL-015;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;240
S1TS-AFL-016;S1TS-AFL-016;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;241
S1TS-AFL-017;S1TS-AFL-017;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;242
S1TS-AFL-018;S1TS-AFL-018;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;243
SIGO-AFL-001;SIGO-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;244
S1TN-AFL-001;S1TN-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;245
S1TN-AFL-002;S1TN-AFL-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;246
S1TN-AFL-003;S1TN-AFL-003;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;247
S1TS-AFL-019;S1TS-AFL-019;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;248
S1TS-AFL-020;S1TS-AFL-020;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;249
S1TS-AFL-021;S1TS-AFL-021;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;250
SAPR-AFL-001;SAPR-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;251
ICNP-AFL-001;ICNP-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;252
INKP-AFL-001;INKP-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;253
INKP-AFL-002;INKP-AFL-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;254
SMPS-AFL-002;SMPS-AFL-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;256
ICNP-AFL-002;ICNP-AFL-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;257
INKP-AFL-003;INKP-AFL-003;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;258
INKP-AFL-004;INKP-AFL-004;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;259
ICNP-AFL-003;ICNP-AFL-003;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;260
IVIP-AFL-001;IVIP-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;261
S2TS-AFL-001;S2TS-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;262
S2TS-AFL-002;S2TS-AFL-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;263
S2TS-AFL-003;S2TS-AFL-003;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;264
S2TN-AFL-041;S2TN-AFL-041;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;265
S2TN-AFL-042;S2TN-AFL-042;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;266
S2TN-AFL-043;S2TN-AFL-043;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;267
S2TS-AFL-004;S2TS-AFL-004;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;268
S2TS-AFL-005;S2TS-AFL-005;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;269
S2TS-AFL-006;S2TS-AFL-006;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;270
S2TN-AFL-038;S2TN-AFL-038;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;271
S2TN-AFL-039;S2TN-AFL-039;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;272
S2TN-AFL-040;S2TN-AFL-040;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;273
IPRO-AFL-001;IPRO-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;274
S2TS-AFL-007;S2TS-AFL-007;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;275
S2TS-AFL-008;S2TS-AFL-008;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;276
S2TS-AFL-009;S2TS-AFL-009;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;277
S2TN-AFL-034;S2TN-AFL-034;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;278
S2TN-AFL-035;S2TN-AFL-035;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;279
S2TN-AFL-036;S2TN-AFL-036;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;280
S2TN-AFL-037;S2TN-AFL-037;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;281
S2TS-AFL-010;S2TS-AFL-010;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;282
S2TS-AFL-011;S2TS-AFL-011;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;283
S2TS-AFL-012;S2TS-AFL-012;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;284
S2TN-AFL-031;S2TN-AFL-031;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;285
S2TN-AFL-032;S2TN-AFL-032;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;286
S2TN-AFL-033;S2TN-AFL-033;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;287
S2TN-AFL-027;S2TN-AFL-027;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;288
S2TN-AFL-028;S2TN-AFL-028;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;289
S2TN-AFL-029;S2TN-AFL-029;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;290
S2TN-AFL-030;S2TN-AFL-030;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;291
S2TS-AFL-015;S2TS-AFL-015;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;292
S2TS-AFL-016;S2TS-AFL-016;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;293
S2TS-AFL-017;S2TS-AFL-017;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;294
ICCO-AFL-001;ICCO-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;295
S2TS-AFL-019;S2TS-AFL-019;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;296
S2TS-AFL-020;S2TS-AFL-020;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;297
S2TS-AFL-021;S2TS-AFL-021;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;298
S2TS-AFL-022;S2TS-AFL-022;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;299
S2TS-AFL-023;S2TS-AFL-023;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;300
S2TN-AFL-024;S2TN-AFL-024;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;301
S2TN-AFL-025;S2TN-AFL-025;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;302
S2TN-AFL-026;S2TN-AFL-026;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;303
S2TS-AFL-024;S2TS-AFL-024;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;304
S2TS-AFL-025;S2TS-AFL-025;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;305
S2TS-AFL-026;S2TS-AFL-026;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;306
S2TN-AFL-021;S2TN-AFL-021;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;307
S2TN-AFL-022;S2TN-AFL-022;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;308
S2TN-AFL-023;S2TN-AFL-023;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;309
ICCP-AFL-001;ICCP-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;310
S2TS-AFL-027;S2TS-AFL-027;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;311
S2TS-AFL-028;S2TS-AFL-028;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;312
S2TS-AFL-029;S2TS-AFL-029;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;313
S2TN-AFL-017;S2TN-AFL-017;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;314
S2TN-AFL-018;S2TN-AFL-018;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;315
S2TN-AFL-019;S2TN-AFL-019;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;316
S2TN-AFL-020;S2TN-AFL-020;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;317
S2TS-AFL-030;S2TS-AFL-030;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;318
S2TS-AFL-031;S2TS-AFL-031;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;319
S2TS-AFL-032;S2TS-AFL-032;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;320
S2TN-AFL-014;S2TN-AFL-014;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;321
S2TN-AFL-015;S2TN-AFL-015;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;322
S2TN-AFL-016;S2TN-AFL-016;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;323
S2TN-AFL-011;S2TN-AFL-011;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;324
S2TN-AFL-012;S2TN-AFL-012;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;325
S2TN-AFL-013;S2TN-AFL-013;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;326
S2TS-AFL-033;S2TS-AFL-033;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;327
S2TS-AFL-034;S2TS-AFL-034;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;328
S2TS-AFL-035;S2TS-AFL-035;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;329
S2TS-AFL-036;S2TS-AFL-036;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;330
IBTO-AFL-001;IBTO-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;331
S2TS-AFL-037;S2TS-AFL-037;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;332
S2TS-AFL-038;S2TS-AFL-038;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;333
S2TS-AFL-039;S2TS-AFL-039;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;334
S2TN-AFL-007;S2TN-AFL-007;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;335
S2TN-AFL-008;S2TN-AFL-008;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;336
S2TN-AFL-009;S2TN-AFL-009;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;337
S2TS-AFL-040;S2TS-AFL-040;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;338
S2TS-AFL-041;S2TS-AFL-041;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;339
S2TS-AFL-042;S2TS-AFL-042;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;340
S2TS-AFL-043;S2TS-AFL-043;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;341
S2TN-AFL-004;S2TN-AFL-004;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;342
S2TN-AFL-005;S2TN-AFL-005;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;343
S2TN-AFL-006;S2TN-AFL-006;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;344
SBTP-AFL-001;SBTP-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;345
SBTP-AFL-002;SBTP-AFL-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;346
S2TS-AFL-044;S2TS-AFL-044;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;347
S2TS-AFL-045;S2TS-AFL-045;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;348
S2TS-AFL-046;S2TS-AFL-046;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;349
S2TN-AFL-001;S2TN-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;350
S2TN-AFL-002;S2TN-AFL-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;351
S2TN-AFL-003;S2TN-AFL-003;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;352
SMPS-AFL-001;SMPS-AFL-001;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;353
SMPS-CLV-002;SMPS-CLV-002;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;354
SMPS-CLV-003;SMPS-CLV-003;192.168.88.199;2222;http:\/\/192.168.88.176:3000\/api\/v2\/generic\/;355
