element_type;id;alias
57;297;INT-L1-4-CGMT;
57;298;INT-L1-5-CGMT;
57;299;SEC-L1-5-CGMT;
57;300;INT-L1-6-CGMT;
57;301;SEC-L1-6-CGMT;
61;1;CEN-INC-DP1;
61;2;CEN-INC-DP2;
61;3;CEN-INC-CA;
61;4;CEN-INC-CZ;
65;1;SAI-N-DP2;
65;2;SAI-S-DP2;
65;3;SAI-N-DP1;
65;4;SAI-S-DP1;
65;5;SAI-N-CA;
65;6;SAI-S-CA;
65;7;SAI-N-CZ;
65;8;SAI-S-CZ;
66;1;ANX-VEL-1-02-DP;
66;2;ANX-VEL-1-01-DP;
70;1;AR-1-DP2;
70;2;AR-2-DP2;
70;3;AR-1-DP1;
70;4;AR-2-DP1;
70;5;AR-3-DP1;
70;6;AR-1-CA;
70;7;AR-2-CA;
70;8;AR-1-CZ;
70;9;AR-2-CZ;
71;01;AF-2-01-DP-D;
71;02;AF-2-01-DP-C;
71;03;AF-2-01-DP-I;
71;04;AF-2-02-DP-D;
71;05;AF-2-02-DP-C;
71;06;AF-2-02-DP-I;
71;07;AF-2-03-DP-D;
71;08;AF-2-03-DP-C;
71;09;AF-2-03-DP-I;
71;10;AF-2-04-DP-D;
71;11;AF-2-04-DP-C;
71;12;AF-2-04-DP-I;
71;13;AF-2-05-DP-D;
71;14;AF-2-05-DP-C;
71;15;AF-2-05-DP-I;
71;16;AF-1-01-DP-D;
71;17;AF-1-01-DP-C;
71;18;AF-1-01-DP-I;
71;19;AF-1-02-DP-D;
71;20;AF-1-02-DP-C;
71;21;AF-1-02-DP-I;
71;22;AF-1-03-DP-D;
71;23;AF-1-03-DP-C;
71;24;AF-1-03-DP-I;
71;25;AF-1-04-DP-D;
71;26;AF-1-04-DP-C;
71;27;AF-1-04-DP-I;
71;28;AF-1-05-DP-D;
71;29;AF-1-05-DP-C;
71;30;AF-1-05-DP-I;
71;31;SV-2-01-DP-D;
71;32;SV-2-01-DP-C;
71;33;SV-2-01-DP-I;
71;34;SV-2-02-DP-D;
71;35;SV-2-02-DP-C;
71;36;SV-2-02-DP-I;
71;37;SV-2-03-DP-D;
71;38;SV-2-03-DP-C;
71;39;SV-2-03-DP-I;
71;40;SV-2-04-DP-D;
71;41;SV-2-04-DP-C;
71;42;SV-2-04-DP-I;
71;43;SV-2-05-DP-D;
71;44;SV-2-05-DP-C;
71;45;SV-2-05-DP-I;
71;46;SV-1-01-DP-D;
71;47;SV-1-01-DP-C;
71;48;SV-1-01-DP-I;
71;49;SV-1-02-DP-D;
71;50;SV-1-02-DP-C;
71;51;SV-1-02-DP-I;
71;52;SV-1-03-DP-D;
71;53;SV-1-03-DP-C;
71;54;SV-1-03-DP-I;
71;55;SV-1-04-DP-D;
71;56;SV-1-04-DP-C;
71;57;SV-1-04-DP-I;
71;58;SV-1-05-DP-D;
71;59;SV-1-05-DP-C;
71;60;SV-1-05-DP-I;
71;61;PMV-2-01-DP;
71;62;PMV-1-01-DP;
71;63;AF-1-01-CA-D;
71;64;AF-1-01-CA-C;
71;65;AF-1-01-CA-I;
71;66;AF-2-01-CA-D;
71;67;AF-2-01-CA-C;
71;68;AF-2-01-CA-I;
71;69;SV-1-01-CA-D;
71;70;SV-1-01-CA-C;
71;71;SV-1-01-CA-I;
71;72;SV-2-01-CA-D;
71;73;SV-2-01-CA-C;
71;74;SV-2-01-CA-I;
71;75;STP-1-01-CA-D;
71;76;STP-1-01-CA-C;
71;77;STP-1-01-CA-I;
71;78;PG-1-01-CA;
71;79;PMV-1-01-CA;
71;80;AF-1-01-CZ-D;
71;81;AF-1-01-CZ-C;
71;82;AF-1-01-CZ-I;
71;83;AF-2-01-CZ-D;
71;84;AF-2-01-CZ-I;
71;85;SV-1-01-CZ-D;
71;86;SV-1-01-CZ-C;
71;87;SV-1-01-CZ-I;
71;88;SV-2-01-CZ-D;
71;89;SV-2-01-CZ-I;
71;90;PMV-2-01-CZ;
71;91;STP-2-01-CZ-D;
71;92;STP-2-01-CZ-I;
71;93;PG-2-01-CZ;
75;1;GE2-DP;
75;2;GE3-DP;
75;3;GE4-CA;
75;4;GE1-CZ;
84;1;CONT-SOL-ILU-SUR-2;
84;2;CONT-NUB-ILU-SUR-2;
84;3;CONT-NOC-ILU-SUR-2;
84;4;CONT-CREP-ILU-SUR-2;
84;5;CONT-EXT-ILU-SUR-2;
84;6;CONT-NOC-ILU-NOR-2;
84;7;CONT-CREP-ILU-NOR-2;
84;8;CONT-EXT-ILU-NOR-2;
84;9;CONT-REF-ILU-NOR-2;
84;10;CONT-SOL-ILU-NOR-3;
84;11;CONT-NUB-ILU-NOR-3;
84;12;CONT-NOC-ILU-NOR-3;
84;13;CONT-CREP-ILU-NOR-3;
84;14;CONT-EXT-ILU-NOR-3;
84;15;CONT-REF-ILU-SUR-3;
84;16;CONT-NOC-ILU-SUR-3;
84;17;CONT-CREP-ILU-SUR-3;
84;18;CONT-EXT-ILU-SUR-3;
84;19;CONT-SOL-ILU-NOR-4;
84;20;CONT-NUB-ILU-NOR-4;
84;21;CONT-NOC-ILU-NOR-4;
84;22;CONT-CREP-ILU-NOR-4;
84;23;CONT-EXT-ILU-NOR-4;
84;24;CONT-SOL-ILU-SUR-4;
84;25;CONT-NUB-ILU-SUR-4;
84;26;CONT-NOC-ILU-SUR-4;
84;27;CONT-CREP-ILU-SUR-4;
84;28;CONT-EXT-ILU-SUR-4;
84;29;CONT-SOL-ILU-NOR-1;
84;30;CONT-NUB-ILU-NOR-1;
84;31;CONT-NOC-ILU-NOR-1;
84;32;CONT-CREP-ILU-NOR-1;
84;33;CONT-EXT-ILU-NOR-1;
84;34;CONT-SOL-ILU-SUR-1;
84;35;CONT-NUB-ILU-SUR-1;
84;36;CONT-NOC-ILU-SUR-1;
84;37;CONT-CREP-ILU-SUR-1;
84;38;CONT-EXT-ILU-SUR-1;
86;1;BOMB-PRIN-1-DP2;
86;2;BOMB-PRIN-2-DP2;
86;3;BOMB-LLEN-1-DP2;
86;4;BOMB-JOCK-1-DP2;
87;1;DEP-PCI-1-DP2;
87;2;DEP-PCI-2-DP2;
89;1;PUE-GA1-S;
89;2;PUE-GA1-N;
89;3;PUE-GA2-S;
89;4;PUE-GA2-N;
89;5;PUE-GA3-S;
89;6;PUE-GA3-N;
89;7;PUE-GA4-S;
89;8;PUE-GA4-N;
89;9;PUE-CGBT-CT2;
89;10;PUE-GE2-CT2;
89;11;PUE-MT-CT2;
89;12;PUE-CGBT-CT3;
89;13;PUE-GE3-CT3;
89;14;PUE-MT-CT3;
89;15;PUE-CGBT-CT4;
89;16;PUE-GE4-CT4;
89;17;PUE-CGBT-CT1;
89;18;PUE-MT-CT1;
89;19;PUE-GE1-CT1;
