item;element_subtype;alias;sessionuid;road;stretchs;secc;pk;sentido;param1_direction;param2_order;param3_mask_validation;param4_delay;param1004_rtms_zone_id
217;2;DET01-ADPJS18P;DET01-ADPJS18P;D4;D4_2:Rusovce-Ketelec;;8+678;P;true;1;0;0;
218;2;DET02-ADPJS18P;DET02-ADPJS18P;D4;D4_2:Rusovce-Ketelec;;8+678;P;true;2;0;0;
219;2;DET03-ADPJS19L;DET03-ADPJS19L;D4;D4_2:Rusovce-Ketelec;;8+678;L;true;3;0;0;
220;2;DET04-ADPJS19L;DET04-ADPJS19L;D4;D4_2:Rusovce-Ketelec;;8+678;L;true;4;0;0;
221;2;DET01-ADPJS20P;DET01-ADPJS20P;D4;D4_2:Rusovce-Ketelec;;0+402;P;true;1;0;0;
222;2;DET02-ADPJS20P;DET02-ADPJS20P;D4;D4_2:Rusovce-Ketelec;;0+402;P;true;2;0;0;
223;2;DET03-ADPJS20P;DET03-ADPJS20P;D4;D4_2:Rusovce-Ketelec;;0+402;P;true;3;0;0;
224;2;DET01-ADPSR01P;DET01-ADPSR01P;D4;D4_7:Ivanka sever-Cierna voda;;25+130;P;true;1;0;0;
225;2;DET02-ADPSR01P;DET02-ADPSR01P;D4;D4_7:Ivanka sever-Cierna voda;;25+130;P;true;2;0;0;
226;2;DET03-ADPSR01P;DET03-ADPSR01P;D4;D4_7:Ivanka sever-Cierna voda;;25+130;P;true;3;0;0;
227;2;DET01-ADPSR02P;DET01-ADPSR02P;D4;D4_7:Ivanka sever-Cierna voda;;25+685;P;true;1;0;0;
228;2;DET02-ADPSR02P;DET02-ADPSR02P;D4;D4_7:Ivanka sever-Cierna voda;;25+685;P;true;2;0;0;
229;2;DET03-ADPSR02P;DET03-ADPSR02P;D4;D4_7:Ivanka sever-Cierna voda;;25+685;P;true;3;0;0;
230;2;DET04-ADPSR03L;DET04-ADPSR03L;D4;D4_7:Ivanka sever-Cierna voda;;25+685;L;true;4;0;0;
231;2;DET05-ADPSR03L;DET05-ADPSR03L;D4;D4_7:Ivanka sever-Cierna voda;;25+685;L;true;5;0;0;
232;2;DET06-ADPSR03L;DET06-ADPSR03L;D4;D4_7:Ivanka sever-Cierna voda;;25+685;L;true;6;0;0;
233;2;DET01-ADPSR04L;DET01-ADPSR04L;D4;D4_8:Cierna voda-Raca;;26+361;L;true;1;0;0;
234;2;DET02-ADPSR04L;DET02-ADPSR04L;D4;D4_8:Cierna voda-Raca;;26+361;L;true;2;0;0;
235;2;DET03-ADPSR04L;DET03-ADPSR04L;D4;D4_8:Cierna voda-Raca;;26+361;L;true;3;0;0;
236;2;DET01-ADPSR05P;DET01-ADPSR05P;D4;D4_8:Cierna voda-Raca;;26+58;P;true;1;0;0;
237;2;DET02-ADPSR05P;DET02-ADPSR05P;D4;D4_8:Cierna voda-Raca;;26+58;P;true;2;0;0;
238;2;DET03-ADPSR06L;DET03-ADPSR06L;D4;D4_8:Cierna voda-Raca;;26+58;L;true;3;0;0;
239;2;DET04-ADPSR06L;DET04-ADPSR06L;D4;D4_8:Cierna voda-Raca;;26+58;L;true;4;0;0;
240;2;DET01-ADPSR07P;DET01-ADPSR07P;D4;D4_8:Cierna voda-Raca;;27+015;P;true;1;0;0;
241;2;DET02-ADPSR07P;DET02-ADPSR07P;D4;D4_8:Cierna voda-Raca;;27+015;P;true;2;0;0;
242;2;DET01-ADPSR08L;DET01-ADPSR08L;D4;D4_8:Cierna voda-Raca;;27+113;L;true;1;0;0;
243;2;DET02-ADPSR08L;DET02-ADPSR08L;D4;D4_8:Cierna voda-Raca;;27+113;L;true;2;0;0;
244;2;DET01-ADPSR09P;DET01-ADPSR09P;D4;D4_8:Cierna voda-Raca;;28+328;P;true;1;0;0;
245;2;DET02-ADPSR09P;DET02-ADPSR09P;D4;D4_8:Cierna voda-Raca;;28+328;P;true;2;0;0;
246;2;DET02-ADPSR10L;DET02-ADPSR10L;D4;D4_8:Cierna voda-Raca;;28+328;L;true;3;0;0;
247;2;DET03-ADPSR10L;DET03-ADPSR10L;D4;D4_8:Cierna voda-Raca;;28+328;L;true;4;0;0;
248;2;DET01-ADPSR11P;DET01-ADPSR11P;D4;D4_8:Cierna voda-Raca;;0+234;P;true;1;0;0;
249;2;DET02-ADPSR11P;DET02-ADPSR11P;D4;D4_8:Cierna voda-Raca;;0+234;P;true;2;0;0;
250;2;DET01-ADPSR12P;DET01-ADPSR12P;D4;D4_8:Cierna voda-Raca;;0+262;P;true;1;0;0;
251;2;DET02-ADPSR12P;DET02-ADPSR12P;D4;D4_8:Cierna voda-Raca;;0+262;P;true;2;0;0;
252;2;DET01-ADPMP01P;DET01-ADPMP01P;R7;R7_1:Prievoz-Ketelec;;0+193;P;true;1;0;0;
253;2;DET02-ADPMP01P;DET02-ADPMP01P;R7;R7_1:Prievoz-Ketelec;;0+193;P;true;2;0;0;
254;2;DET03-ADPMP1SP;DET03-ADPMP1SP;R7;R7_1:Prievoz-Ketelec;;0+193;L;true;3;0;0;
255;2;DET04-ADPMP1SP;DET04-ADPMP1SP;R7;R7_1:Prievoz-Ketelec;;0+193;L;true;4;0;0;
256;2;DET01-ADPPK01P;DET01-ADPPK01P;R7;R7_1:Prievoz-Ketelec;;0+412;P;true;1;0;0;
257;2;DET02-ADPPK01P;DET02-ADPPK01P;R7;R7_1:Prievoz-Ketelec;;0+412;P;true;2;0;0;
258;2;DET03-ADPPK01P;DET03-ADPPK01P;R7;R7_1:Prievoz-Ketelec;;0+412;P;true;3;0;0;
259;2;DET04-ADPPK01L;DET04-ADPPK01L;R7;R7_1:Prievoz-Ketelec;;0+412;P;true;4;0;0;
260;2;DET05-ADPPK01L;DET05-ADPPK01L;R7;R7_1:Prievoz-Ketelec;;0+412;P;true;5;0;0;
261;2;DET06-ADPPK01L;DET06-ADPPK01L;R7;R7_1:Prievoz-Ketelec;;0+412;P;true;6;0;0;
262;2;DET01-ADPPK04P;DET01-ADPPK04P;R7;R7_1:Prievoz-Ketelec;;1+065;P;true;1;0;0;
263;2;DET02-ADPPK04P;DET02-ADPPK04P;R7;R7_1:Prievoz-Ketelec;;1+065;P;true;2;0;0;
264;2;DET03-ADPPK04P;DET03-ADPPK04P;R7;R7_1:Prievoz-Ketelec;;1+065;P;true;3;0;0;
265;2;DET01-ADPPK05L;DET01-ADPPK05L;R7;R7_1:Prievoz-Ketelec;;1+923;L;true;1;0;0;
266;2;DET02-ADPPK05L;DET02-ADPPK05L;R7;R7_1:Prievoz-Ketelec;;1+923;L;true;2;0;0;
267;2;DET03-ADPPK05L;DET03-ADPPK05L;R7;R7_1:Prievoz-Ketelec;;1+923;L;true;3;0;0;
268;2;DET01-ADPPK06P;DET01-ADPPK06P;R7;R7_1:Prievoz-Ketelec;;2+597;P;true;1;0;0;
269;2;DET02-ADPPK06P;DET02-ADPPK06P;R7;R7_1:Prievoz-Ketelec;;2+597;P;true;2;0;0;
270;2;DET03-ADPPK06P;DET03-ADPPK06P;R7;R7_1:Prievoz-Ketelec;;2+597;P;true;3;0;0;
271;2;DET01-ADPPK07L;DET01-ADPPK07L;R7;R7_1:Prievoz-Ketelec;;2+853;L;true;1;0;0;
272;2;DET02-ADPPK07L;DET02-ADPPK07L;R7;R7_1:Prievoz-Ketelec;;2+853;L;true;2;0;0;
273;2;DET03-ADPPK07L;DET03-ADPPK07L;R7;R7_1:Prievoz-Ketelec;;2+853;L;true;3;0;0;
274;2;DET01-ADPPK08L;DET01-ADPPK08L;R7;R7_1:Prievoz-Ketelec;;4+153;L;true;1;0;0;
275;2;DET02-ADPPK08L;DET02-ADPPK08L;R7;R7_1:Prievoz-Ketelec;;4+153;L;true;2;0;0;
276;2;DET03-ADPPK08L;DET03-ADPPK08L;R7;R7_1:Prievoz-Ketelec;;4+153;L;true;3;0;0;
277;2;DET01-ADPPK09P;DET01-ADPPK09P;R7;R7_1:Prievoz-Ketelec;;4+607;P;true;1;0;0;
278;2;DET02-ADPPK09P;DET02-ADPPK09P;R7;R7_1:Prievoz-Ketelec;;4+607;P;true;2;0;0;
279;2;DET03-ADPPK09P;DET03-ADPPK09P;R7;R7_1:Prievoz-Ketelec;;4+607;P;true;3;0;0;
280;2;DET01-ADPPK10P;DET01-ADPPK10P;R7;R7_1:Prievoz-Ketelec;;5+582;P;true;1;0;0;
281;2;DET02-ADPPK10P;DET02-ADPPK10P;R7;R7_1:Prievoz-Ketelec;;5+582;P;true;2;0;0;
282;2;DET03-ADPPK10P;DET03-ADPPK10P;R7;R7_1:Prievoz-Ketelec;;5+582;P;true;3;0;0;
283;2;DET01-ADPPK11L;DET01-ADPPK11L;R7;R7_1:Prievoz-Ketelec;;5+653;L;true;1;0;0;
284;2;DET02-ADPPK11L;DET02-ADPPK11L;R7;R7_1:Prievoz-Ketelec;;5+653;L;true;2;0;0;
285;2;DET03-ADPPK11L;DET03-ADPPK11L;R7;R7_1:Prievoz-Ketelec;;5+653;L;true;3;0;0;
286;2;DET01-ADPPK12P;DET01-ADPPK12P;R7;R7_1:Prievoz-Ketelec;;5+994;P;true;1;0;0;
287;2;DET02-ADPPK12P;DET02-ADPPK12P;R7;R7_1:Prievoz-Ketelec;;5+994;P;true;2;0;0;
288;2;DET03-ADPPK12P;DET03-ADPPK12P;R7;R7_1:Prievoz-Ketelec;;5+994;P;true;3;0;0;
289;2;DET04-ADPPK12P;DET04-ADPPK12P;R7;R7_1:Prievoz-Ketelec;;5+994;P;true;4;0;0;
290;2;DET05-ADPPK12P;DET05-ADPPK12P;R7;R7_1:Prievoz-Ketelec;;5+994;P;true;5;0;0;
309;3;DET02-L-3DDH03L;DET02-L-3DDH03L;R7;R7_4:Šamorín-Holice;;30+245;L;true;1;0;3;
310;3;DET03-L-3DDH03L;DET03-L-3DDH03L;R7;R7_4:Šamorín-Holice;;30+245;L;true;2;0;3;
311;3;DET02-P-3DDH02P;DET02-P-3DDH02P;R7;R7_4:Šamorín-Holice;;26+416;P;true;1;0;3;
312;3;DET03-P-3DDH02P;DET03-P-3DDH02P;R7;R7_4:Šamorín-Holice;;26+416;P;true;2;0;3;
313;3;DET02-P-3DDH01L;DET02-P-3DDH01L;R7;R7_3:Dunajská Lužná-Šamorín;;15+847;P;true;1;0;3;
314;3;DET03-P-3DDH01L;DET03-P-3DDH01L;R7;R7_3:Dunajská Lužná-Šamorín;;15+847;P;true;2;0;3;
315;3;DET02-L-3DDH01L;DET02-L-3DDH01L;R7;R7_3:Dunajská Lužná-Šamorín;;15+847;L;true;1;0;3;
316;3;DET03-L-3DDH01L;DET03-L-3DDH01L;R7;R7_3:Dunajská Lužná-Šamorín;;15+847;L;true;2;0;3;
317;3;DET02-P-3DKD01L;DET02-P-3DKD01L;R7;R7_2:Ketelec-Dunajská Lužná;;21+225;P;true;1;0;3;
318;3;DET03-P-3DKD01L;DET03-P-3DKD01L;R7;R7_2:Ketelec-Dunajská Lužná;;21+225;P;true;2;0;3;
319;3;DET02-L-3DKD01L;DET02-L-3DKD01L;R7;R7_2:Ketelec-Dunajská Lužná;;21+225;L;true;1;0;3;
320;3;DET03-L-3DKD01L;DET03-L-3DKD01L;R7;R7_2:Ketelec-Dunajská Lužná;;21+225;L;true;2;0;3;
321;3;DET02-P-3DJS03P;DET02-P-3DJS03P;D4;D4_3:Ketelec-Rovinca;;10+330;P;true;1;0;3;
322;3;DET03-P-3DJS03P;DET03-P-3DJS03P;D4;D4_3:Ketelec-Rovinca;;10+330;P;true;2;0;3;
323;3;DET02-L-3DJS04L;DET02-L-3DJS04L;D4;D4_3:Ketelec-Rovinca;;11+708;L;true;1;0;3;
324;3;DET03-L-3DJS04L;DET03-L-3DJS04L;D4;D4_3:Ketelec-Rovinca;;11+708;L;true;2;0;3;
325;3;DET02-P-3DJS04P;DET02-P-3DJS04P;D4;D4_4:Rovinka-Pod.Biskupice;;14+264;P;true;1;0;3;
326;3;DET03-P-3DJS04P;DET03-P-3DJS04P;D4;D4_4:Rovinka-Pod.Biskupice;;14+264;P;true;2;0;3;
327;3;DET02-L-3DJS04P;DET02-L-3DJS04P;D4;D4_4:Rovinka-Pod.Biskupice;;14+264;L;true;1;0;3;
328;3;DET03-L-3DJS04P;DET03-L-3DJS04P;D4;D4_4:Rovinka-Pod.Biskupice;;14+264;L;true;2;0;3;
329;3;DET02-P-3DJS05P;DET02-P-3DJS05P;D4;D4_5:Pod.Biskupice-Ivanka západ;;17+940;P;true;1;0;3;
330;3;DET03-P-3DJS05P;DET03-P-3DJS05P;D4;D4_5:Pod.Biskupice-Ivanka západ;;17+940;P;true;2;0;3;
331;3;DET02-L-3DJS05P;DET02-L-3DJS05P;D4;D4_5:Pod.Biskupice-Ivanka západ;;17+940;L;true;1;0;3;
332;3;DET03-L-3DJS05P;DET03-L-3DJS05P;D4;D4_5:Pod.Biskupice-Ivanka západ;;17+940;L;true;2;0;3;
333;3;DET02-P-3DJS01L;DET02-P-3DJS01L;D4;D4_1:Jarovce-Rusovce;;2+849;P;true;1;0;3;
334;3;DET03-P-3DJS01L;DET03-P-3DJS01L;D4;D4_1:Jarovce-Rusovce;;2+849;P;true;2;0;3;
335;3;DET04-P-3DJS01L;DET04-P-3DJS01L;D4;D4_1:Jarovce-Rusovce;;2+849;P;true;3;0;3;
336;3;DET02-L-3DJS01L;DET02-L-3DJS01L;D4;D4_1:Jarovce-Rusovce;;2+849;L;true;1;0;3;
337;3;DET03-L-3DJS01L;DET03-L-3DJS01L;D4;D4_1:Jarovce-Rusovce;;2+849;L;true;2;0;3;
338;3;DET02-P-3DJS02P;DET02-P-3DJS02P;D4;D4_2:Rusovce-Ketelec;;7+992;P;true;1;0;3;
339;3;DET03-P-3DJS02P;DET03-P-3DJS02P;D4;D4_2:Rusovce-Ketelec;;7+992;P;true;2;0;3;
340;3;DET02-L-3DJS02P;DET02-L-3DJS02P;D4;D4_2:Rusovce-Ketelec;;7+992;L;true;1;0;3;
341;3;DET03-L-3DJS02P;DET03-L-3DJS02P;D4;D4_2:Rusovce-Ketelec;;7+992;L;true;2;0;3;
342;3;DET04-L-3DJS02P;DET04-L-3DJS02P;D4;D4_2:Rusovce-Ketelec;;7+992;L;true;3;0;3;
343;3;DET02-P-3DSR01P;DET02-P-3DSR01P;D4;D4_8:Cierna voda-Raca;;28+48;P;true;1;0;3;
344;3;DET03-P-3DSR01P;DET03-P-3DSR01P;D4;D4_8:Cierna voda-Raca;;28+48;P;true;2;0;3;
345;3;DET02-L-3DSR01P;DET02-L-3DSR01P;D4;D4_8:Cierna voda-Raca;;28+48;L;true;1;0;3;
346;3;DET03-L-3DSR01P;DET03-L-3DSR01P;D4;D4_8:Cierna voda-Raca;;28+48;L;true;2;0;3;
347;3;DET02-P-3DPK01L;DET02-P-3DPK01L;R7;R7_1:Prievoz-Ketelec;;3+473;P;true;1;0;3;
348;3;DET03-P-3DPK01L;DET03-P-3DPK01L;R7;R7_1:Prievoz-Ketelec;;3+473;P;true;2;0;3;
349;3;DET04-P-3DPK01L;DET04-P-3DPK01L;R7;R7_1:Prievoz-Ketelec;;3+473;P;true;3;0;3;
350;3;DET02-L-3DPK01L;DET02-L-3DPK01L;R7;R7_1:Prievoz-Ketelec;;3+473;L;true;1;0;3;
351;3;DET03-L-3DPK01L;DET03-L-3DPK01L;R7;R7_1:Prievoz-Ketelec;;3+473;L;true;2;0;3;
352;3;DET04-L-3DPK01L;DET04-L-3DPK01L;R7;R7_1:Prievoz-Ketelec;;3+473;L;true;3;0;3;
353;2;DET07-ADPJS21L;DET07-ADPJS21L;D4;D4_3:Ketelec-Rovinca;;9+272;L;true;7;0;0;
354;2;DET08-ADPJS21L;DET08-ADPJS21L;D4;D4_3:Ketelec-Rovinca;;9+272;L;true;8;0;0;
355;4;DET01-ADPJ12P;;D4;D4_2:Rusovce-Ketelec;;5+148;P;true;1;0;0;286101548
356;4;DET02-ADPJ12P;;D4;D4_2:Rusovce-Ketelec;;5+148;P;true;2;0;0;918431899
357;4;DET01-ADPJ13L;;D4;D4_2:Rusovce-Ketelec;;5+148;L;true;1;0;0;161290936
358;4;DET02-ADPJ13L;;D4;D4_2:Rusovce-Ketelec;;5+148;L;true;2;0;0;454843691
359;4;DET01-ADPJ14P;;D4;D4_2:Rusovce-Ketelec;;6+438;P;true;1;0;0;575644168
360;4;DET02-ADPJ14P;;D4;D4_2:Rusovce-Ketelec;;6+438;P;true;2;0;0;650175928
361;4;DET01-ADPJ15L;;D4;D4_2:Rusovce-Ketelec;;6+438;L;true;1;0;0;100301409
362;4;DET02-ADPJ15L;;D4;D4_2:Rusovce-Ketelec;;6+438;L;true;2;0;0;807048468
363;4;DET01-ADPJ16P;;D4;D4_2:Rusovce-Ketelec;;7+558;P;true;1;0;0;186029746
364;4;DET02-ADPJ16P;;D4;D4_2:Rusovce-Ketelec;;7+558;P;true;2;0;0;221894547
365;2;DET01-ADPPK03P;DET01-ADPPK03P;R7;R7_1:Prievoz-Ketelec;;0+832;P;true;1;0;3;
366;2;DET02-ADPPK03P;DET02-ADPPK03P;R7;R7_1:Prievoz-Ketelec;;0+832;P;true;2;0;3;
367;2;DET03-ADPPK02L;DET03-ADPPK02L;R7;R7_1:Prievoz-Ketelec;;0+832;P;true;3;0;0;
368;2;DET04-ADPPK02L;DET04-ADPPK02L;R7;R7_1:Prievoz-Ketelec;;0+832;P;true;4;0;0;
369;2;DET05-ADPPK02L;DET05-ADPPK02L;R7;R7_1:Prievoz-Ketelec;;0+832;P;true;5;0;0;
