item;alias;description;sessionuid;road;stretchs;pk;sentido;on_change_state;param5_circuit_type
247;EST-CONT-AA5-SM;EST-CONT-AA5-SM;EST-CONT-AA5-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Permanente
248;EST-CONT-AE9-SM;EST-CONT-AE9-SM;EST-CONT-AE9-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Guiado
249;EST-CONT-AE10-SC;EST-CONT-AE10-SC;EST-CONT-AE10-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Guiado
250;EST-CONT-A11-SC;EST-CONT-A11-SC;EST-CONT-A11-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Aproximación
251;EST-CONT-A12-SC;EST-CONT-A12-SC;EST-CONT-A12-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Aproximación
252;EST-CONT-A13-SM;EST-CONT-A13-SM;EST-CONT-A13-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Aproximación
253;EST-CONT-A14-SM;EST-CONT-A14-SM;EST-CONT-A14-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Aproximación
254;EST-CONT-A3-SC;EST-CONT-A3-SC;EST-CONT-A3-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Refuerzo
255;EST-CONT-A4-SC;EST-CONT-A4-SC;EST-CONT-A4-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Refuerzo
256;EST-CONT-A8-SM;EST-CONT-A8-SM;EST-CONT-A8-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Refuerzo
257;EST-CONT-A7-SM;EST-CONT-A7-SM;EST-CONT-A7-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA;SendStateToIllumination.groovy;Refuerzo
258;STM2-CONT-A9-SC;STM2-CONT-A9-SC;STM2-CONT-A9-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
259;STM2-CONT-A11-SC;STM2-CONT-A11-SC;STM2-CONT-A11-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
260;STM2-CONT-A10-SC;STM2-CONT-A10-SC;STM2-CONT-A10-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
261;STM2-CONT-A12-SC;STM2-CONT-A12-SC;STM2-CONT-A12-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
262;STM2-CONT-A4-SM;STM2-CONT-A4-SM;STM2-CONT-A4-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
263;STM2-CONT-A6-SM;STM2-CONT-A6-SM;STM2-CONT-A6-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
264;STM2-CONT-A3-SM;STM2-CONT-A3-SM;STM2-CONT-A3-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
265;STM2-CONT-A5-SM;STM2-CONT-A5-SM;STM2-CONT-A5-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
266;STM2-CONT-AA7-SC;STM2-CONT-AA7-SC;STM2-CONT-AA7-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Permanente
267;STM2-CONT-AA8-SC;STM2-CONT-AA8-SC;STM2-CONT-AA8-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Permanente
268;STM2-CONT-AA2-SM;STM2-CONT-AA2-SM;STM2-CONT-AA2-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Permanente
269;STM2-CONT-AA1-SM;STM2-CONT-AA1-SM;STM2-CONT-AA1-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Permanente
270;STM2-CONT-AE13-SM;STM2-CONT-AE13-SM;STM2-CONT-AE13-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Guiado
271;STM2-CONT-AE14-SC;STM2-CONT-AE14-SC;STM2-CONT-AE14-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Guiado
274;STM2-CONT-A15-SC;STM2-CONT-A15-SC;STM2-CONT-A15-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Aproximación
275;STM2-CONT-A16-SC;STM2-CONT-A16-SC;STM2-CONT-A16-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Aproximación
276;STM2-CONT-A17-SM;STM2-CONT-A17-SM;STM2-CONT-A17-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Aproximación
277;STM2-CONT-A18-SM;STM2-CONT-A18-SM;STM2-CONT-A18-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;SendStateToIllumination.groovy;Aproximación
278;NG-CONT-A3-SC;NG-CONT-A3-SC;NG-CONT-A3-SC;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
279;NG-CONT-A5-SC;NG-CONT-A5-SC;NG-CONT-A5-SC;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
280;NG-CONT-A6-SC;NG-CONT-A6-SC;NG-CONT-A6-SC;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
281;NG-CONT-A8-SC;NG-CONT-A8-SC;NG-CONT-A8-SC;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
282;NG-CONT-A12-SM;NG-CONT-A12-SM;NG-CONT-A12-SM;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
283;NG-CONT-A14-SM;NG-CONT-A14-SM;NG-CONT-A14-SM;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
284;NG-CONT-A11-SM;NG-CONT-A11-SM;NG-CONT-A11-SM;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
285;NG-CONT-A13-SM;NG-CONT-A13-SM;NG-CONT-A13-SM;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Refuerzo
286;NG-CONT-A1-SC;NG-CONT-A1-SC;NG-CONT-A1-SC;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Aproximación
287;NG-CONT-A2-SM;NG-CONT-A2-SM;NG-CONT-A2-SM;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Aproximación
288;NG-CONT-AA1-SC;NG-CONT-AA1-SC;NG-CONT-AA1-SC;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Permanente
289;NG-CONT-AA2-SC;NG-CONT-AA2-SC;NG-CONT-AA2-SC;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Permanente
290;NG-CONT-AE4-SC;NG-CONT-AE4-SC;NG-CONT-AE4-SC;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Guiado
291;NG-CONT-AA10-SM;NG-CONT-AA10-SM;NG-CONT-AA10-SM;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Permanente
292;NG-CONT-AE7-SM;NG-CONT-AE7-SM;NG-CONT-AE7-SM;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Guiado
293;NG-CONT-AA9-SM;NG-CONT-AA9-SM;NG-CONT-AA9-SM;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Permanente
294;NG-CONT-A15-SC;NG-CONT-A15-SC;NG-CONT-A15-SC;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Aproximación
295;NG-CONT-A16-SM;NG-CONT-A16-SM;NG-CONT-A16-SM;AP7 - AUSOL I;NG-TUNEL;150+787;CA;SendStateToIllumination.groovy;Aproximación
296;RV-CONT-BF15;Cont. 16 A.;RV-CONT-BF15;AP7 - AUSOL I;RV-TUNEL;177+317;CA;;
297;RV-CONT-BF30;Cont. 16 A.;RV-CONT-BF30;AP7 - AUSOL I;RV-TUNEL;177+317;CA;;
298;STMI-CONT-BF8;Cont. 16 A.;STMI-CONT-BF8;AP7 - AUSOL I;STMI-TUNEL;195+719;CA;;
299;STMI-CONT-BF9;Cont. 16 A.;STMI-CONT-BF9;AP7 - AUSOL I;STMI-TUNEL;195+719;CA;;
300;LQ-CONT-BF15;Cont. 16 A.;LQ-CONT-BF15;AP7 - AUSOL I;LQ-TUNEL;166+727;CA;;
301;LQ-CONT-BF16;Cont. 16 A.;LQ-CONT-BF16;AP7 - AUSOL I;LQ-TUNEL;166+727;CA;;
302;CH-CONT-BF15;Cont. 16 A.;CH-CONT-BF15;AP7 - AUSOL I;CH-TUNEL;13+825;CA;;
303;CH-CONT-BF29;Cont. 16 A.;CH-CONT-BF29;AP7 - AUSOL I;CH-TUNEL;13+825;CA;;
304;CAS-CONT-BF15-A;Cont. 16 A.;CAS-CONT-BF15-A;AP7 - AUSOL II;CAS-TUNEL;147+505;CA;;
305;CAS-CONT-BF15-B;Cont. 16 A.;CAS-CONT-BF15-B;AP7 - AUSOL II;CAS-TUNEL;147+505;CA;;
306;COR-CONT-BF15-A;Cont. 16 A.;COR-CONT-BF15-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA;;
307;COR-CONT-BF15-B;Cont. 16 A.;COR-CONT-BF15-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA;;
308;EST-CONT-BF8;Cont. 16 A.;EST-CONT-BF8;AP7 - AUSOL II;EST-TUNEL;177+229;CA;;
309;EST-CONT-BF9;Cont. 16 A.;EST-CONT-BF9;AP7 - AUSOL II;EST-TUNEL;177+229;CA;;
310;MM-CONT-BF15;Cont. 16 A.;MM-CONT-BF15;AP7 - AUSOL I;MM-TUNEL;166+727;MA;;
311;MM-CONT-BF30;Cont. 16 A.;MM-CONT-BF30;AP7 - AUSOL I;MM-TUNEL;166+727;MA;;
312;NG-CONT-BF15;Cont. 16 A.;NG-CONT-BF15;AP7 - AUSOL I;NG-TUNEL;166+317;CA;;
313;NG-CONT-CF4;Cont. 16 A.;NG-CONT-CF4;AP7 - AUSOL I;NG-TUNEL;166+317;CA;;
314;STM2-CONT-BF15;Cont. 16 A.;STM2-CONT-BF15;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;;
315;STM2-CONT-BF36;Cont. 16 A.;STM2-CONT-BF36;AP7 - AUSOL II;STMII-TUNEL;150+787;CA;;
