name;device;channel;description;controller;xAddress;xStatusAddress;xAlarmAddress;xAlarmStatusAddress;multiplier;offset;log;units;avg
LQ-LUX-4MA;SOS_M2;M2AI0;Nivel de luminosidad - M2;WAGO;16684;142;742;190;0.030494505;1.0;false;lux;false
LQ-CO-3MA;SOS_M3;M1AI0;Nivel de CO - M3;WAGO;16686;143;743;191;0.009158;0.0;true;ppm;false
LQ-NO-3MA;SOS_M3;M1AI1;Nivel de NO2 - M3;WAGO;16688;144;744;192;0.000611;0.0;true;ppm;false
LQ-OP-3MA;SOS_M3;M1AI2;Nivel de opacidad - M3;WAGO;16690;145;745;193;0.00000305250;0.0;true;m-1;false
LQ-ANI-2MA;SOS_M3;M2AI0;Velocidad y Direccion del viento - M3;WAGO;16692;146;746;194;-0.001221;20;false;m/s;false
LQ-VENT-VF9MA;SOS_M3;M2AI1;Nivel de Vibracion Ventilador - VF-09-MA;WAGO;16694;147;747;195;0.000763;0.0;false;mm/s;false
LQ-VENT-VF10-MA;SOS_M3;M2AI2;Nivel de Vibracion Ventilador - VF-10-MA;WAGO;16696;148;748;196;0.000763;0.0;false;mm/s;false
LQ-VENT-VF9MA;SOS_M3;M3AI0;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-09-MA;WAGO;16698;149;749;197;0.0625;0.0;false;C;false
LQ-VENT-VF9MA;SOS_M3;M3AI1;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-09-MA;WAGO;16700;150;750;198;0.0625;0.0;false;C;false
LQ-VENT-VF10-MA;SOS_M3;M3AI2;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-10-MA;WAGO;16702;151;751;199;0.0625;0.0;false;C;false
LQ-VENT-VF10-MA;SOS_M3;M3AI3;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-10-MA;WAGO;16704;152;752;200;0.0625;0.0;false;C;false
LQ-CO-4MA;SOS_M4;M1AI0;Nivel de CO - M4;WAGO;16706;153;753;201;0.009158;0.0;true;ppm;false
LQ-NO-4MA;SOS_M4;M1AI1;Nivel de NO2 - M4;WAGO;16708;154;754;202;0.000611;0.0;true;ppm;false
LQ-OP-4MA;SOS_M4;M1AI2;Nivel de opacidad - M4;WAGO;16710;155;755;203;0.00000305250;0.0;true;m-1;false
